,AAPL,ABBV,ABT,ACN,AIG,AMZN,AXP,BA,BAC,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,GM,GOOG,JPM,KMI,KO,LLY,LMT,MO,MON,MRK,MS,MSFT,NEE,NKE,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RY.TO,SBUX,SLB,SO,SPG,T,TD.TO,TGT,TXN,UNH,UNP,UPS,USB,^GSPC
SLB,0.2038762149804588,0.17528353775857608,0.1218205925840104,0.19818326057985236,0.39008123932363087,0.18415682391369007,0.289326894192837,0.23088667686222047,0.32406216313554453,0.12162381845340597,0.32502263194603986,0.27178620737926273,0.12503462455402226,0.3714120272617355,0.5427204423564542,0.047251839450584227,0.1870867805645315,0.253159077472274,0.7569168249103785,0.15007866587747903,0.19880673559671524,0.23445429044158714,0.28228690875287027,0.1352689733818527,0.29085049369470434,0.6837998051268711,0.1582202703079009,0.1690950434866045,0.3416779935978423,0.29985200068989604,0.12816136797083894,0.14629694438911567,0.3096094611167515,0.15972536287970934,0.1080169007866728,0.18279842910161437,0.12243737155692343,0.5849724702167463,0.14984898712758027,0.1815524310359384,0.03722752946278961,0.18912909093701127,0.10795887828720044,0.23013541243064836,0.2833141115906966,0.1209742786988744,1.0,0.21238179851827488,0.272631323536426,0.18115113484831638,0.33886499342989224,0.1444105625227679,0.23763545509096648,0.19742986486524308,0.2612153289417686,0.18883844052376586,0.2736911573561705,0.31129517568298887
SO,0.39930921994078017,0.3747738659875283,0.455800307549788,0.4164157104761738,0.2912711303614689,0.2589223599951926,0.3007350485927607,0.17032449104059674,0.3060162132308538,0.21307841133995734,0.3506076620347321,0.42411421358883505,0.3140257623160651,0.286931977557715,0.2753267399216971,0.5907127006583125,0.32267533954205907,0.26694780204637836,0.297524101332943,0.3919894865943628,0.37790611992597073,0.444072426341485,0.21201243809786294,0.25471905271176204,0.3252885091105933,0.4721297602684819,0.5381351682009275,0.35112214929114904,0.4259819486107663,0.3454203656733822,-0.006110978237099233,0.41933980160421386,0.3320179968632596,0.32629227631564645,0.6047028108862218,0.2929667541399623,0.25395964562106177,0.18384586875412645,0.548027624410641,0.3998642612619429,0.5281085920288572,0.36759935543759964,0.14630717701151064,0.1886317486235343,0.36156853641671455,0.2923577772303802,0.21238179851827488,1.0,0.30030121648751545,0.3980497893768804,0.3194485026070565,0.27417468769150477,0.3026273534430239,0.47638145861816655,0.4077074949468886,0.2382228621929329,0.33390147678381105,0.461610555172199
SPG,0.5977292387910615,0.26744906163318816,0.5405600300165959,0.6376330326265225,0.6055066681655662,0.551987456514727,0.6464595090737025,0.5982966414375321,0.6268696143816727,0.34996548097307645,0.6306251751859531,0.6961751624792425,0.2521160076407921,0.6046197342290353,0.5158574545144144,0.29595872230164094,0.44652742574993026,0.6742846362937017,0.2790787099948214,0.4996809137400082,0.5754351932279542,0.36099079122418015,0.6977027471956863,0.5680713398896219,0.639166645851244,0.4684920761316605,0.4144002560756781,0.3145100027241088,0.08494090427559713,0.27130156202422645,0.2241668323978436,0.18590799412682787,0.662664346000809,0.5572378087905078,0.35680403617448686,0.6304134744780588,0.5448894301224891,0.25834695956659504,0.4080471433964836,0.31434378272138885,0.33882997967180534,0.37327492997872064,0.4840782752182446,0.5533997996953235,0.46079166604648025,0.5825690602195011,0.272631323536426,0.30030121648751545,1.0,0.3606876548904223,0.49719651788943586,0.5575405724611858,0.6149609814681885,0.3158998625337655,0.4601262342390538,0.5692410569064379,0.5790419425051252,0.73837459019155
T,0.394966705489493,0.2729034877426869,0.38233547517237876,0.3754034123402541,0.3768894894276336,0.2656707917188409,0.3285613032775422,0.2813872900009744,0.3717091963032779,0.21093273884652003,0.3785497052178716,0.39493464449955024,0.29261482171340397,0.37020595770036924,0.27137326621917757,0.36796744225493094,0.41577706179660967,0.44259746294145597,0.20756037992912404,0.22051787992497826,0.33931457716674024,0.3451643435509838,0.32094887557512985,0.27853394043304663,0.3815346525154382,0.2825084049992721,0.44312177293120486,0.2904127715965399,0.2257028366788239,0.27027692484393206,-0.017773347646010382,0.34591971867314153,0.35540994768652573,0.2866798998741319,0.2693591211206762,0.3264608955427601,0.35908972377063925,0.16693767022432263,0.4122323095956086,0.29619369732809675,0.36460735635626446,0.3141917230517789,0.2107999383430309,0.26807808215787515,0.38233576675866515,0.27137156922359473,0.18115113484831638,0.3980497893768804,0.3606876548904223,1.0,0.34670032050457816,0.2763464438594558,0.27995321378525023,0.35357880308407386,0.26894021595168044,0.227224597180677,0.3375501359193089,0.433916330424216
TD.TO,0.43994380951740064,0.2730941908118697,0.46441921260210284,0.49136915415532817,0.6254450671616473,0.4226897107951304,0.6083351793741217,0.4053801083048322,0.665680213822346,0.22687141039921258,0.6147110636715115,0.5668796997875657,0.2490722769553389,0.6059613314870929,0.5136701097927083,0.32369245324367985,0.3667696237433062,0.6148706481152502,0.36375316487937903,0.27813034073298804,0.4921348023143345,0.4145612334619051,0.5199436274628658,0.4197640944556853,0.6594542956185176,0.46305417009709815,0.40091970862547394,0.23709384226459196,0.162509079174915,0.30744573744133624,-0.00288109930148407,0.28141459080201503,0.5819283716755881,0.4234354048591172,0.24078061235950618,0.45230796864134043,0.3707939745672755,0.22747231162132997,0.39915597154175375,0.37147972753159003,0.32514489593874896,0.3692561237995017,0.347466183046192,0.4547039298044462,0.7281938315297292,0.3548882249200923,0.33886499342989224,0.3194485026070565,0.49719651788943586,0.34670032050457816,1.0,0.2971003652593167,0.4277039599259866,0.41094666326973167,0.4124094349883162,0.441162817369425,0.667039514807959,0.5838935354235648
TGT,0.5355426261839993,0.2758043948507877,0.43706037225471045,0.5578646349769945,0.3492257890606267,0.544159577568305,0.4287310719723929,0.37262452126145484,0.43585538150876574,0.32214719253025487,0.41671635823367564,0.5265980812593897,0.19401682014105198,0.41225093016321934,0.32917903846868835,0.37640584380640246,0.338957268212929,0.45864148194669063,0.24503787153998052,0.7044365894556984,0.49452539095027637,0.3724888437158642,0.4684400119774722,0.5001565057282622,0.4085995728485985,0.3777711868504161,0.5509554257118144,0.2867103297882449,0.2491360496769755,0.2956011013954386,0.16096405758981316,0.17897243122565207,0.5004871593576443,0.4961507564570442,0.3504932993440065,0.5861301738964044,0.47839884957994566,0.26978146666306874,0.5298605034218239,0.2898522602212713,0.45922272718630064,0.3190577686395587,0.43956584349504124,0.42278773208086257,0.31159541321595174,0.46636207613756014,0.1444105625227679,0.27417468769150477,0.5575405724611858,0.2763464438594558,0.2971003652593167,1.0,0.47993541503306375,0.3540450694702596,0.4109393315617342,0.5038683554102932,0.3111720630779938,0.6385437248008677
TXN,0.7335813544419229,0.2532039374956219,0.5509113942037381,0.7427635124777192,0.49504143656205185,0.6153547877896052,0.5665969263967149,0.48350486706094586,0.5135075466286487,0.317793605778425,0.5490590003095134,0.6817517397833835,0.16548793537868478,0.5192691913157829,0.47011599568091467,0.29976801579498075,0.4746564621740301,0.5727909349673695,0.24267983976075028,0.5663594934177474,0.6167502915292904,0.40442412422424795,0.6092598721235477,0.7619286217067206,0.5168624029793022,0.37378745788526974,0.3674130630723952,0.33347298569451417,0.15717593393062299,0.2188693138732464,0.11311703695249653,0.1922874255502621,0.6096631169588086,0.7693886065084762,0.37619070752669975,0.6725131891617901,0.5775900728875641,0.20621434614495826,0.41565733117305587,0.3298399573910143,0.3536100345655924,0.29071929742250274,0.522905966286821,0.795864859998222,0.4306126443457683,0.6325022018469832,0.23763545509096648,0.3026273534430239,0.6149609814681885,0.27995321378525023,0.4277039599259866,0.47993541503306375,1.0,0.406270061761741,0.49971309281629633,0.5593178019782109,0.48524963036579605,0.8158966018221547
UNH,0.4811793007534614,0.5088512841944202,0.559690297230164,0.529062538294315,0.394060642463327,0.31683525348200636,0.3938187926558644,0.256278074159986,0.43984850314421625,0.2970679420513721,0.4409190966631638,0.4460665859611919,0.5070349837181659,0.41350989031129054,0.24998626359122095,0.48596510857290387,0.3213355827747036,0.35158087202572164,0.2530125807973912,0.5002395105611964,0.4279539583533266,0.6310405571977507,0.3341349089968737,0.38122915223777454,0.43398501137883244,0.3734833299763217,0.543466223710328,0.5585475567886762,0.3363127877686159,0.2681644617228001,0.04777235522163109,0.5037932130824709,0.40802135720454735,0.44965976078464737,0.4128676955321375,0.29585102292001925,0.394307982547628,0.23617394431026761,0.5837047232431251,0.5148085523238713,0.5350059407013112,0.29995176385263916,0.2185349863606842,0.34369855209813477,0.38382371437385293,0.32755287906520575,0.19742986486524308,0.47638145861816655,0.3158998625337655,0.35357880308407386,0.41094666326973167,0.3540450694702596,0.406270061761741,1.0,0.3929152248749047,0.3043107748183302,0.3954604220282765,0.5717377977306732
UNP,0.4897079914925503,0.25129448330001614,0.49694241919763465,0.5556857935610303,0.5041718220666511,0.4367635951269344,0.4925226325829111,0.37954453125948506,0.5264517984562687,0.26957430021173906,0.5012837842695294,0.5954753178791602,0.22549165707122137,0.5176754912139111,0.5453522707875992,0.4236831607167722,0.3292997988376855,0.4902105363738514,0.3407037681709967,0.48156647236634714,0.5256681809850589,0.3849339431164286,0.4807162690351237,0.43638774641866246,0.5374210759632221,0.4878828202176768,0.5135168923868783,0.29212560283001743,0.20219211373211757,0.4245709688889,0.0451431444946921,0.24064836541577067,0.5805365138209432,0.4900714018204749,0.4642538545701554,0.5546455547812054,0.4499321474436581,0.24891501361675425,0.44270209720652853,0.34999564872529365,0.4340732507232066,0.35279504197765554,0.3050110195570186,0.4329584591820178,0.44642925642738396,0.4389485595919425,0.2612153289417686,0.4077074949468886,0.4601262342390538,0.26894021595168044,0.4124094349883162,0.4109393315617342,0.49971309281629633,0.3929152248749047,1.0,0.5691260639264979,0.46306705727063296,0.6208345217338751
UPS,0.5677097660103192,0.22598904152486005,0.49296841088685456,0.5965968390830031,0.5169489595091457,0.5578240526409807,0.5664403935383218,0.4307841654930463,0.5489423661597237,0.2661612372476902,0.5677990512074781,0.6143149144220048,0.14552038242699403,0.5219684015369079,0.4293611340852103,0.3513778167623564,0.3659157969473951,0.5273077206733259,0.25512280886489136,0.5537419975720378,0.5075821768722563,0.36390654867739736,0.5677829469159752,0.5132201050427576,0.5544094908637754,0.3695597370575585,0.4299686640381603,0.3409947963976064,0.08681923982068811,0.18319199489541682,0.0820499269105714,0.1544844783550585,0.5968971093088049,0.5477068665853593,0.38133920174711616,0.5752911562371498,0.5289179220716709,0.25090562075557343,0.41803815223248664,0.31977009123830746,0.34472108850127303,0.2798867690656539,0.4453868519943035,0.5359548584418771,0.43211463535731676,0.513492379711554,0.18883844052376586,0.2382228621929329,0.5692410569064379,0.227224597180677,0.441162817369425,0.5038683554102932,0.5593178019782109,0.3043107748183302,0.5691260639264979,1.0,0.5180848436250439,0.6785767709750924
USB,0.4849007848297075,0.387191377469182,0.567489527761393,0.5396630468427358,0.7282437561843778,0.42320234454944267,0.6747060847621206,0.4477769187869872,0.734619621845474,0.2772326997293817,0.7778545207312988,0.6211830848887905,0.3153487920571386,0.742143527815044,0.52050385950337,0.3939607942307166,0.5341598898610531,0.710709216051715,0.27086058909438937,0.33006873514549284,0.470180124043956,0.44655444243201475,0.5626383879198236,0.4638408057642765,0.7572455310951387,0.41564348898820747,0.4373225147104196,0.2831565323700773,0.10375124084775424,0.3297396234810474,-0.022426024665998034,0.29660701027655634,0.6439923785129701,0.46340350043650486,0.2343923510704993,0.4934256879373829,0.4173736761551268,0.18557580612261868,0.40544126379973006,0.4510149467642055,0.31000405403379383,0.41680531917133073,0.42378355233902,0.48917643949301537,0.6070309951531265,0.4452687128454959,0.2736911573561705,0.33390147678381105,0.5790419425051252,0.3375501359193089,0.667039514807959,0.3111720630779938,0.48524963036579605,0.3954604220282765,0.46306705727063296,0.5180848436250439,1.0,0.6414810673005358
^GSPC,0.8870759962266463,0.36821687178787504,0.750387712894529,0.8908269166763271,0.699720881491528,0.788684213728777,0.7701868676926058,0.6337212493358645,0.7265973316868305,0.42736297686346864,0.7345158911028088,0.8619851294290815,0.33860366199266306,0.6986929940840605,0.554054370319229,0.45202713019118956,0.6051631788176246,0.7485281191576183,0.37752083215969173,0.716250853763174,0.7002834819151539,0.5138040148008278,0.7446532929775287,0.8348493443691223,0.7163510807272518,0.5350921882538926,0.5882960093439721,0.47890227348108794,0.26400365728366826,0.31833689591130243,0.0987000615130797,0.342192270109909,0.7841178052766478,0.8744617208080661,0.5789003874346298,0.7801735599752024,0.7022336212809711,0.32449682955079034,0.6103975800560111,0.4633830203065525,0.51628746044794,0.40719861462035156,0.6748008709567463,0.7764223475456846,0.5900309665752707,0.7259411179807215,0.31129517568298887,0.461610555172199,0.73837459019155,0.433916330424216,0.5838935354235648,0.6385437248008677,0.8158966018221547,0.5717377977306732,0.6208345217338751,0.6785767709750924,0.6414810673005358,1.0
